AP,Circle,CITY,circle_code_no,ONT_SERIAL_NO,VENDOR_NAME,mac_address,station_count,downtime_hours_used,ap_manufacturer,host_name,ap_with_poor_coverage,ap_with_poor_coverage_2,ap_with_poor_coverage_5,ap_with_poor_snr_sample_2,ap_with_poor_snr_sample_5,ap_with_poor_snr_sample,ap_with_poor_dl_throughput_less_than_threshold,ap_with_poor_ul_throughput_less_than_threshold,ap_with_poor_link_speed_mcs_rate,ap_with_poor_link_speed_mcs_rate_2,ap_with_poor_link_speed_mcs_rate_5,ap_with_high_interference,ap_with_high_interference_2,ap_with_high_interference_5,ap_with_high_client_disconnection,ap_with_high_retry_rate,ap_with_high_retry_rate_flag,ap_with_high_tx_packet_error,ap_with_high_tx_packet_error_percent,ap_with_high_tx_packet_error_flag,ap_with_high_rx_packet_error,ap_with_high_rx_packet_error_flag,ap_downtime_per,ap_with_high_internet_down_incident,ap_with_high_cpu_utilisation,ap_with_high_memory_packet_error,ap_with_high_no_of_sticky_client_2_with_good_coverage,ap_with_high_no_of_sticky_client_5_with_poor_coverage,ap_with_poor_tot_on_5G,ap_with_zero_usage,ap_with_high_channel_utilisation_pct,ap_with_high_channel_utilisation_count,total_channels_all,ap_with_high_channel_utilisation_2_pct,ap_with_high_channel_utilisation_2_count,total_channels_2,ap_with_high_channel_congestion_5_pct,ap_with_high_channel_congestion_5_count,total_channels_5,ap_with_poor_coverage_breach,ap_with_poor_coverage_2_breach,ap_with_poor_coverage_5_breach,ap_with_poor_snr_sample_2_breach,ap_with_poor_snr_sample_5_breach,ap_with_poor_snr_sample_breach,ap_with_poor_dl_throughput_less_than_threshold_breach,ap_with_poor_ul_throughput_less_than_threshold_breach,ap_with_poor_link_speed_mcs_rate_breach,ap_with_poor_link_speed_mcs_rate_2_breach,ap_with_poor_link_speed_mcs_rate_5_breach,ap_with_high_interference_breach,ap_with_high_interference_2_breach,ap_with_high_interference_5_breach,ap_with_high_client_disconnection_breach,ap_with_high_retry_rate_breach,ap_with_high_tx_packet_error_breach,ap_with_high_tx_packet_error_percent_breach,ap_with_high_rx_packet_error_breach,ap_downtime_per_breach,ap_with_high_internet_down_incident_breach,ap_with_high_cpu_utilisation_breach,ap_with_high_memory_packet_error_breach,ap_with_high_no_of_sticky_client_2_with_good_coverage_breach,ap_with_high_no_of_sticky_client_5_with_poor_coverage_breach,ap_with_poor_tot_on_5G_breach,ap_with_zero_usage_breach,ap_with_high_channel_utilisation_breach,ap_with_high_channel_utilisation_2_breach,ap_with_high_channel_congestion_5_breach,channelobss,channelobss2_4,channelobss2_4_breach,channelobss5,channelobss5_breach,channelobss_breach,ap_with_poor_coverage_sample_count,ap_with_poor_coverage_2_sample_count,ap_with_poor_coverage_5_sample_count,ap_with_poor_snr_sample_2_sample_count,ap_with_poor_snr_sample_5_sample_count,ap_with_poor_snr_sample_sample_count,ap_with_poor_link_speed_mcs_rate_sample_count,ap_with_poor_link_speed_mcs_rate_2_sample_count,ap_with_poor_link_speed_mcs_rate_5_sample_count,ap_with_high_interference_sample_count,ap_with_high_interference_2_sample_count,ap_with_high_interference_5_sample_count,ap_with_high_retry_rate_sample_count,ap_with_high_tx_packet_error_sample_count,ap_with_high_tx_packet_error_percent_sample_count,ap_with_high_rx_packet_error_sample_count,ap_downtime_per_sample_count,ap_with_high_internet_down_incident_sample_count,ap_with_poor_tot_on_5G_sample_count,ap_with_high_channel_utilisation_sample_count,ap_with_high_channel_utilisation_2_sample_count,ap_with_high_channel_congestion_5_sample_count,channelobss_sample_count,channelobss2_4_sample_count,channelobss5_sample_count,date
01244081160_dsl,Haryana,Gurgaon,108.0,NKOT0F01CE6F,NOKIA,2C-C1-F4-32-FE-41,7,,AOT4221NK,AAP321NK,0.0,0.0,0.0,0.0,0.0,0.0,2.62,0.95,0.49,1.2,0.47,7.63,21.65,0.24,176.0,7.36,1.0,0.0,0.0,0.0,0.0,0.0,,,5.0,0.0,0.0,0.0,99.94,12944999424.0,2.63,1.0,38.0,7.69,1.0,13.0,0.0,0.0,25.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,,,True,False,False,False,False,False,False,False,False,60.24,100.0,True,20.48,False,True,3477,83,3394,0.0,81456.0,81456.0,3477,83.0,3394.0,3121.0,1076.0,2045.0,163.0,3477,163.0,163.0,,,12944999424.0,38.0,13.0,25.0,166.0,83.0,83.0,20260416
012444801137_dsl,Haryana,Gurgaon,108.0,NKOTDF000165,NOKIA,50-3D-7F-DF-EC-00,8,,AAP321NK,,1.38,5.13,0.0,1.42,0.0,0.0,4.17,0.08,37.87,86.38,19.98,3.72,10.31,0.29,39.0,1.12,0.0,0.0,0.0,0.0,0.0,0.0,,,5.0,0.0,0.0,0.0,99.89,30920633344.0,0.0,0.0,38.0,0.0,0.0,13.0,0.0,0.0,25.0,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,,,True,False,False,False,False,False,False,False,False,65.11,100.0,True,30.22,False,True,5287,1424,3863,34176.0,0.0,32424.0,5287,1424.0,3863.0,6914.0,2366.0,4548.0,356.0,5287,350.0,356.0,,,30920633344.0,38.0,13.0,25.0,364.0,182.0,182.0,20260416
01244203817_dsl,Haryana,Gurgaon,108.0,ZYOT2E000479,NOKIA,58-07-F8-4F-AB-41,3,,AAP321NK,M2006C3MII-Soundbar,28.3,42.25,0.0,0.0,0.0,0.0,3.24,0.05,28.3,42.25,0.0,0.0,0.0,0.0,530.0,0.58,0.0,0.0,0.0,0.0,0.0,0.0,,,7.0,0.0,0.0,0.0,1.22,4573367296.0,0.0,0.0,38.0,0.0,0.0,13.0,0.0,0.0,25.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,,,True,False,False,False,True,False,False,False,False,50.0,100.0,True,0.0,False,False,106,71,35,0.0,840.0,840.0,106,71.0,35.0,3248.0,1104.0,2144.0,172.0,106,171.0,172.0,,,4573367296.0,38.0,13.0,25.0,172.0,86.0,86.0,20260416
012436398608_dsl,Haryana,Gurgaon,108.0,NKOTDF0001E7,NOKIA,50-3D-7F-DF-F4-20,11,,AOT4221NK,Android_TV,0.58,0.46,0.59,0.0,0.56,0.27,3.52,0.18,13.51,36.19,11.38,1.35,3.7,0.12,106.0,3.16,0.0,0.0,0.0,0.0,0.0,0.0,,,3.0,0.0,1.0,0.0,77.65,66397630464.0,0.0,0.0,38.0,0.0,0.0,13.0,0.0,0.0,25.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,,,True,False,False,False,False,False,False,False,False,50.0,100.0,True,0.0,False,False,5026,431,4595,0.0,110280.0,75360.0,5026,431.0,4595.0,6431.0,2219.0,4212.0,506.0,5026,498.0,506.0,,,66397630464.0,38.0,13.0,25.0,342.0,171.0,171.0,20260416
01246472327_dsl,Haryana,Gurgaon,108.0,SROTCC001603,NOKIA,0C-36-23-4F-B1-90,5,,AOT4221NK,iPhone,0.07,,0.07,0.0,0.07,0.07,2.35,0.24,5.0,0.0,5.0,4.93,11.77,1.4,191.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,0.0,0.0,0.0,100.0,9275879424.0,5.26,2.0,38.0,7.69,1.0,13.0,4.0,1.0,25.0,False,,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,,,True,False,False,False,False,False,False,False,False,99.42,100.0,True,98.84,True,True,1421,0,1421,0.0,34104.0,34104.0,1421,,1421.0,3263.0,1113.0,2150.0,166.0,1421,172.0,172.0,,,9275879424.0,38.0,13.0,25.0,172.0,86.0,86.0,20260417
012418656566_wifi,,,,,,80-EA-0B-C4-54-9A,5,,AAP321NK,AZYAPBB000086350,4.23,0.0,4.96,0.0,26.08,26.37,1.52,0.23,17.41,38.14,13.85,39.63,48.18,34.03,6.0,0.0,0.0,6.84,1.75,0.0,0.0,0.0,,,,,0.0,0.0,99.74,501605376.0,0.0,0.0,38.0,0.0,0.0,13.0,0.0,0.0,25.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,,,,,False,False,False,False,False,False,False,97.97,100.0,True,95.93,True,True,804,118,686,0.0,3458.0,3420.0,804,118.0,686.0,5193.0,2055.0,3138.0,344.0,804,343.0,344.0,,,501605376.0,38.0,13.0,25.0,344.0,172.0,172.0,20260417
01244081160_dsl,Haryana,Gurgaon,108.0,NKOT0F01CE6F,NOKIA,2C-C1-F4-32-FE-41,7,,AOT4221NK,,0.35,0.0,0.41,0.0,0.41,0.41,2.23,0.8,0.56,0.0,0.67,7.2,21.11,0.0,139.0,6.47,1.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,1.0,99.54,13677526016.0,2.63,1.0,38.0,7.69,1.0,13.0,0.0,0.0,25.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,,,,,False,False,False,False,False,False,False,58.82,100.0,True,17.65,False,True,4634,726,3908,0.0,93792.0,93792.0,4634,726.0,3908.0,3223.0,1099.0,2124.0,170.0,4634,170.0,170.0,,,13677526016.0,38.0,13.0,25.0,170.0,85.0,85.0,20260417
01244054723_dsl,Haryana,Gurgaon,108.0,NKOT0F0226EE,NOKIA,2C-C1-F4-38-86-31,8,,AAP321NK,,7.86,16.91,4.53,9.3,2.39,3.06,3.59,0.15,30.53,90.22,8.6,1.36,3.84,0.08,148.0,1.99,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,1.0,92.75,32807789568.0,7.89,3.0,38.0,23.08,3.0,13.0,0.0,0.0,25.0,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,,,,,False,False,False,False,False,False,False,74.35,100.0,True,48.7,False,True,4644,1248,3396,19968.0,27168.0,32144.0,4644,1248.0,3396.0,5825.0,1981.0,3844.0,352.0,4644,352.0,352.0,,,32807789568.0,38.0,13.0,25.0,308.0,154.0,154.0,20260417
012444801137_dsl,Haryana,Gurgaon,108.0,NKOTDF000165,NOKIA,50-3D-7F-DF-EC-00,8,,AOT4221NK,,0.02,0.08,0.0,0.02,0.0,0.0,4.68,0.09,39.49,89.58,18.79,2.81,7.27,0.49,39.0,1.69,0.0,0.0,0.0,0.0,0.0,0.0,,,6.0,0.0,0.0,0.0,99.78,16648619008.0,0.0,0.0,38.0,0.0,0.0,13.0,0.0,0.0,25.0,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,,,True,False,False,False,False,False,False,False,False,62.64,100.0,True,25.28,False,True,4497,1315,3182,28930.0,6364.0,29440.0,4497,1315.0,3182.0,6761.0,2312.0,4449.0,356.0,4497,351.0,356.0,,,16648619008.0,38.0,13.0,25.0,356.0,178.0,178.0,20260417
01244203817_dsl,Haryana,Gurgaon,108.0,ZYOT2E000479,NOKIA,58-07-F8-4F-AB-41,3,,AAP321NK,M2006C3MII-Soundbar,39.71,74.32,0.0,0.0,0.0,0.0,0.25,0.01,41.16,77.03,0.0,0.0,0.0,0.0,580.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,5.0,0.0,0.0,0.0,85.39,25300992.0,0.0,0.0,38.0,0.0,0.0,13.0,0.0,0.0,25.0,False,True,False,False,False,False,True,True,False,True,False,False,False,False,True,False,False,False,False,,,True,False,False,False,False,False,False,False,False,50.0,100.0,True,0.0,False,False,277,148,129,0.0,3096.0,3096.0,277,148.0,129.0,3356.0,1148.0,2208.0,178.0,277,178.0,177.0,,,25300992.0,38.0,13.0,25.0,178.0,89.0,89.0,20260417
01246472327_dsl,Haryana,Gurgaon,108.0,SROTCC001603,NOKIA,0C-36-23-4F-B1-90,4,,AOT4221NK,AAP321NK,0.0,0.0,0.0,0.0,0.0,0.0,3.56,0.11,1.39,0.0,1.4,6.59,15.87,1.72,101.0,2.52,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,99.99,14799203328.0,10.53,4.0,38.0,23.08,3.0,13.0,4.0,1.0,25.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,,,,,False,False,False,False,False,False,False,91.38,100.0,True,82.76,True,True,1793,1,1792,0.0,43008.0,43008.0,1793,1.0,1792.0,3277.0,1128.0,2149.0,159.0,1793,174.0,174.0,,,14799203328.0,38.0,13.0,25.0,174.0,87.0,87.0,20260418
012418656566_wifi,,,,,,80-EA-0B-C4-54-9A,1,,AOT5221ZY,,0.0,,0.0,0.0,100.0,100.0,0.01,0.0,0.0,0.0,0.0,42.73,50.79,37.35,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,100.0,114688.0,0.0,0.0,38.0,0.0,0.0,13.0,0.0,0.0,25.0,False,,False,False,True,True,True,True,False,False,False,False,True,False,True,False,False,False,False,,,,,,,False,False,False,False,False,84.04,100.0,True,68.07,True,True,1,0,1,0.0,13.0,13.0,1,,1.0,4926.0,1973.0,2953.0,330.0,1,330.0,330.0,,,114688.0,38.0,13.0,25.0,332.0,166.0,166.0,20260418
01244081160_dsl,Haryana,Gurgaon,108.0,NKOT0F01CE6F,NOKIA,2C-C1-F4-32-FE-41,9,,AOT4221NK,Mac,0.02,0.0,0.02,0.0,0.02,0.02,2.91,0.28,1.36,0.54,1.39,6.41,18.49,0.14,145.0,2.87,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,98.0,18909083648.0,5.26,2.0,38.0,15.38,2.0,13.0,0.0,0.0,25.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,,,,,False,False,False,False,False,False,False,56.9,100.0,True,13.79,False,True,4920,185,4735,0.0,113640.0,113640.0,4920,185.0,4735.0,3290.0,1125.0,2165.0,174.0,4920,174.0,174.0,,,18909083648.0,38.0,13.0,25.0,174.0,87.0,87.0,20260418
01244054723_dsl,Haryana,Gurgaon,108.0,NKOT0F0226EE,NOKIA,2C-C1-F4-38-86-31,10,0.1,AAP321NK,ONEAIRTEL,1.69,0.71,2.0,0.71,1.7,1.92,5.18,0.94,23.56,79.59,6.07,2.0,5.16,0.36,399.0,4.85,0.0,0.0,0.0,0.0,0.0,0.0,99.57,99.57,1.0,0.0,0.0,0.0,91.51,28423132160.0,7.89,3.0,38.0,23.08,3.0,13.0,0.0,0.0,25.0,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,71.37,100.0,True,42.74,False,True,5314,1264,4050,1264.0,93150.0,81809.0,5314,1264.0,4050.0,4598.0,1570.0,3028.0,330.0,5314,323.0,329.0,24.0,24.0,28423132160.0,38.0,13.0,25.0,248.0,124.0,124.0,20260418
012444903348_dsl,Haryana,Gurgaon,108.0,NKOT0F01CE7E,NOKIA,2C-C1-F4-32-FF-31,14,,AAP321NK,LTB0208540-3,0.09,9.43,0.0,0.0,0.0,0.0,7.11,1.72,19.49,56.6,19.14,0.89,2.6,0.0,283.0,12.39,1.0,0.0,0.0,0.0,0.0,0.0,,,13.0,0.0,0.0,1.0,99.03,34574666752.0,0.0,0.0,38.0,0.0,0.0,13.0,0.0,0.0,25.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,,,True,False,False,False,False,False,False,False,False,91.59,100.0,True,83.19,True,True,5629,53,5576,1272.0,0.0,864.0,5629,53.0,5576.0,8574.0,2927.0,5647.0,452.0,5629,435.0,451.0,,,34574666752.0,38.0,13.0,25.0,452.0,226.0,226.0,20260418
01244203817_dsl,Haryana,Gurgaon,108.0,ZYOT2E000479,NOKIA,58-07-F8-4F-AB-41,4,,AAP321NK,LGwebOSTV,17.24,21.74,0.0,0.0,0.0,0.0,4.68,0.27,65.52,82.61,0.0,0.0,0.0,0.0,532.0,0.54,0.0,0.0,0.0,0.0,0.0,0.0,,,3.0,0.0,0.0,0.0,0.77,1742072832.0,0.0,0.0,38.0,0.0,0.0,13.0,0.0,0.0,25.0,False,False,False,False,False,False,False,True,True,True,False,False,False,False,True,False,False,False,False,,,True,False,False,False,True,False,False,False,False,50.0,100.0,True,0.0,False,False,116,92,24,0.0,576.0,576.0,116,92.0,24.0,3451.0,1164.0,2287.0,184.0,116,184.0,183.0,,,1742072832.0,38.0,13.0,25.0,184.0,92.0,92.0,20260418
012436398608_dsl,Haryana,Gurgaon,108.0,NKOTDF0001E7,NOKIA,50-3D-7F-DF-F4-20,11,,AOT4221NK,,0.31,0.35,0.31,0.0,0.29,0.39,30.25,0.94,12.65,36.04,7.85,1.48,4.34,0.0,119.0,5.31,1.0,0.0,0.0,0.0,0.0,0.0,,,3.0,0.0,3.0,0.0,49.19,70287469568.0,0.0,0.0,38.0,0.0,0.0,13.0,0.0,0.0,25.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,,,True,False,False,False,True,False,False,False,False,50.89,100.0,True,1.78,False,True,6673,1135,5538,0.0,132912.0,94512.0,6673,1135.0,5538.0,6408.0,2189.0,4219.0,508.0,6673,497.0,507.0,,,70287469568.0,38.0,13.0,25.0,338.0,169.0,169.0,20260418
01246472327_dsl,Haryana,Gurgaon,108.0,SROTCC001603,NOKIA,0C-36-23-4F-B1-90,5,,AOT4221NK,Srijans-iPhone,0.05,,0.05,0.0,0.05,0.05,2.1,0.13,1.01,0.0,1.01,5.21,13.26,1.05,161.0,4.32,0.0,0.0,0.0,0.0,0.0,0.0,,,2.0,0.0,0.0,0.0,100.0,8790136832.0,7.89,3.0,38.0,15.38,2.0,13.0,4.0,1.0,25.0,False,,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,,,True,False,False,False,False,False,False,False,False,97.62,100.0,True,95.24,True,True,1879,0,1879,0.0,45096.0,45096.0,1879,,1879.0,3186.0,1086.0,2100.0,162.0,1879,168.0,168.0,,,8790136832.0,38.0,13.0,25.0,168.0,84.0,84.0,20260419
01244081160_dsl,Haryana,Gurgaon,108.0,NKOT0F01CE6F,NOKIA,2C-C1-F4-32-FE-41,9,,AOT4221NK,amazon-f290ecf4f,0.36,0.0,0.46,0.0,0.46,0.46,86.11,4.3,0.3,0.0,0.38,5.51,16.12,0.0,190.0,4.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,,1.0,1.0,85.72,30482588672.0,7.89,3.0,38.0,23.08,3.0,13.0,0.0,0.0,25.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,,,,,False,False,False,False,False,False,False,54.02,100.0,True,8.05,False,True,4395,930,3465,0.0,83160.0,83160.0,4395,930.0,3465.0,3301.0,1129.0,2172.0,174.0,4395,174.0,174.0,,,30482588672.0,38.0,13.0,25.0,174.0,87.0,87.0,20260419
01244054723_dsl,Haryana,Gurgaon,108.0,NKOT0F0226EE,NOKIA,2C-C1-F4-38-86-31,10,,AOT4221NK,LAPTOP-333I3CKG,1.43,9.67,0.16,7.25,0.0,0.0,9.78,2.8,15.58,94.15,3.56,1.79,4.97,0.1,135.0,6.28,1.0,0.43,0.76,0.0,0.0,0.0,,,1.0,0.0,0.0,0.0,98.85,32904240128.0,7.89,3.0,38.0,23.08,3.0,13.0,0.0,0.0,25.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,,,True,False,False,False,False,False,False,False,False,80.15,100.0,True,60.3,True,True,6315,838,5477,20112.0,0.0,10104.0,6315,838.0,5477.0,4701.0,1631.0,3070.0,398.0,6315,393.0,397.0,,,32904240128.0,38.0,13.0,25.0,398.0,199.0,199.0,20260419
01244203817_dsl,Haryana,Gurgaon,108.0,ZYOT2E000479,NOKIA,58-07-F8-4F-AB-41,5,,AAP321NK,iPad,7.58,7.97,0.0,0.0,0.0,0.0,0.45,0.01,74.79,78.59,0.0,0.0,0.0,0.0,637.0,2.27,0.0,0.38,0.57,0.0,0.0,0.0,,,5.0,0.0,2.0,0.0,97.65,714611712.0,0.0,0.0,38.0,0.0,0.0,13.0,0.0,0.0,25.0,False,False,False,False,False,False,True,True,True,True,False,False,False,False,True,False,False,False,False,,,True,False,False,False,False,False,False,False,False,50.0,100.0,True,0.0,False,False,1055,1004,51,0.0,1224.0,1224.0,1055,1004.0,51.0,3339.0,1141.0,2198.0,176.0,1055,176.0,176.0,,,714611712.0,38.0,13.0,25.0,176.0,88.0,88.0,20260419
012436398608_dsl,Haryana,Gurgaon,108.0,NKOTDF0001E7,NOKIA,50-3D-7F-DF-F4-20,8,,AOT4221NK,AAP321NK,0.06,0.54,0.02,0.0,0.02,0.0,5.01,2.1,12.56,56.52,9.15,1.19,3.28,0.1,157.0,5.1,1.0,0.0,0.0,0.0,0.0,0.0,,,5.0,0.0,0.0,0.0,73.58,31312844800.0,0.0,0.0,38.0,0.0,0.0,13.0,0.0,0.0,25.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,,,True,False,False,False,False,False,False,False,False,51.18,100.0,True,2.35,False,True,5113,368,4745,0.0,113880.0,71280.0,5113,368.0,4745.0,6397.0,2196.0,4201.0,510.0,5113,506.0,508.0,,,31312844800.0,38.0,13.0,25.0,340.0,170.0,170.0,20260419
